1,控制下钻速度的目的是（）。,<p>A、产生压力激动</p><p>B、减小抽汲作用</p><p>C、减小压力激动</p><p>D、以上答案全错</p>,4,C,,26,1
1,在钻井过程中，主要是依靠（    ）来平衡地层压力、防止井喷的。,<p>A、套管</p><p>B、钻压</p><p>C、泥浆液柱压力</p><p>D、-</p>,3,C,,26,1
1,泥浆液柱压力的大小主要取决于（  ）,<p>A、泥浆密度及液柱垂直高度</p><p>B、井径大小及井深</p><p>C、循环速度和泵压</p><p>D、-</p>,3,A,,26,1
1,如果现用泥浆液柱压力不能平衡地层压力，地层流体将进入井内，这种现象称（    ）,<p>A、井侵</p><p>B、溢流</p><p>C、井涌</p><p>D、-</p>,3,B,,26,1
1,地层压力是指（    ）,<p>A、井内泥浆施加在地层上的压力</p><p>B、地层内流体所具有的压力</p><p>C、地层岩石颗粒间的应力</p><p>D、-</p>,3,B,,26,1
1,如果起钻时不及时灌浆，井内液面（  ）引起井底压力下降。,<p>A、降低</p><p>B、升高</p><p>C、不变</p><p>D、-</p>,3,A,,26,1
1,如果起钻时认真灌浆而仍发生了溢流，其原因是（      ）,<p>A、地层压力过高</p><p>B、抽汲压力过大</p><p>C、灌浆过多</p><p>D、-</p>,3,B,,26,1
1,正常钻进时泥浆循环的正确路线是（   ）,<p>A、循环罐----泥浆泵-----水龙头----钻柱内----钻头-----环空------返流槽-----振动筛----循环罐</p><p>B、循环罐------泥浆泵----压井管线-----四通-----环空-----钻头----钻柱内-----井口</p><p>C、循环罐------泥浆泵----水龙头---钻柱内-----钻头----环空------四通-----节流管汇----液气分离器----循环罐</p><p>D、-</p>,3,A,,26,1
1,正常钻进时发生溢流的主要原因是（    ）,<p>A、泥浆液柱压力小于地层压力</p><p>B、泥浆液柱压力大于地层压力</p><p>C、钻压过高</p><p>D、-</p>,3,A,,26,1
1,井控通常是指（    ）,<p>A、控制井斜</p><p>B、控制钻速</p><p>C、控制井内压力</p><p>D、-</p>,3,C,,26,1
1,正常钻进时哪些现场预示着可能有溢流，需要进行溢流检查。（   ）,<p>A、快钻时   返速增加   泥浆池液面上升</p><p>B、泥浆气侵   泥浆失水增加   泥浆比重下降</p><p>C、泵压不稳   蹩跳严重  轻微井漏</p><p>D、-</p>,3,A,,26,1
1,起下钻时，哪个现象需进行溢流检查？（   ）,<p>A、灌浆量大于预计值</p><p>B、灌浆量小于预计值</p><p>C、灌浆量等于预计值</p><p>D、-</p>,3,B,,26,1
1,怎样进行溢流检查（    ）,<p>A、上提钻具，停泵观察返流槽5—10分钟</p><p>B、上提钻具，边循环边观察返流槽5—10 分钟</p><p>C、边钻进，边注意观察返流槽5-10分钟</p><p>D、-</p>,3,A,,26,1
1,如果溢流检查确认有溢流，则应（    ）,<p>A、立即关井</p><p>B、循环排溢流</p><p>C、通知领导等待指示</p><p>D、-</p>,3,A,,26,1
1,防喷演习时，通常发三种警报。其中关井的警报是：（  ）  ,<p>A、一声长鸣笛（ 15—30秒）</p><p>B、两声短鸣笛</p><p>C、三声短鸣笛</p><p>D、-</p>,3,B,,26,1
1,关井时，上提钻具，停泵和关防喷器操作的先后顺序是（   ）,<p>A、停泵，上提钻具，关防喷器</p><p>B、上提钻具  停泵   关防喷器</p><p>C、上提钻具  关防喷器 停泵</p><p>D、-</p>,3,B,,26,1
1,环形防喷器承压能力低，不宜长期高压封井。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,B,,26,1
1,可利用环形防喷器进行强行下钻作业。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,环形防喷器的胶心在存放时应单个平放，不应压挤叠堆。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,环形防喷器关井后，可小心活动钻具，不能旋转钻具。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,球型胶芯的最大优点是储胶量大、耐磨、寿命长。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,当井内有管柱时，严禁关闭全封闸板。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,半封闸板的尺寸应与所用钻杆尺寸相对应。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,不允许用打开闸板的方法来泄压，以免损坏胶芯。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,在发生溢流关井时必须先利用环形防喷器封井，再用闸板防喷器封井。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,在打开闸板防喷器时，一定要检查防喷器是否解锁，没解锁严禁打开闸板防喷器。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,闸板防喷器的开关，一般情况下是由(  )控制。 ,<p>A、司控台</p><p>B、远程控制台</p><p>C、手动控制</p><p>D、-</p>,3,A,,26,1
1,井内有5″钻具，关井时需用(  )半封闸板才能有效封井。,<p>A、41/2″</p><p>B、5″</p><p>C、51/2″</p><p>D、-</p>,3,B,,26,1
1,实施手动关井时，为了沟通油路，应先将三位四通阀的手柄扳到  (  )。,<p>A、开位</p><p>B、中位</p><p>C、关位</p><p>D、-</p>,3,C,,26,1
1,长期封井，既可以采用环形防喷器，也可以采用闸板防喷器。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,B,,26,1
1,环形防喷器能封闭各种不同尺寸的钻具，工具，甚至空井。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,闸板防喷器能用一种尺寸的闸板封闭不同尺寸的钻具。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,B,,26,1
1,手动关井的同时已手动锁紧。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,三位四通阀的主要作用是控制高压油的流动方向。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,远程控制台周围（ ）m内不得堆放易燃、易爆、腐蚀物品。,<p>A、10</p><p>B、15</p><p>C、25</p><p>D、30</p>,4,A,,26,1
1,在司钻控制台上开关防喷器，必须左手向下扳动气源总阀的同时，右手操作相应的气转阀，以防误操作。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,（  ）是用以连接远程控制台与司钻控制台或辅助控制台之间的气路。,<p>A、空气管缆</p><p>B、电管缆</p><p>C、水管缆</p><p>D、氮气管缆</p>,4,A,,26,1
1,压力继电器是用来自动控制气动泵启停的。（  ）,<p>A、错</p><p>B、对</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,平行闸板阀开、关到底后，应回转1/4圈～1/2圈。其开、关应一次完成，不允许半开半闭和作节流阀用。（  ）,<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,节流管汇上的液动节流阀，通常是由（  ）遥控的。 ,<p>A、远程台</p><p>B、司钻台</p><p>C、节控箱</p><p>D、辅助控制台</p>,4,C,,26,1
1,放喷管线不允许活接头连接和在现场进行焊接连接。每隔（ ）及转弯处应采用水泥基墩与地脚螺栓或地锚固定。放喷管线悬空处要支撑牢固。,<p>A、20m一35m</p><p>B、l0m一15m</p><p>C、lm一5m</p><p>D、3m一5m</p>,4,B,,26,1
1,平板阀既可以做截止阀使用，也可以做节流阀使用。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,B,,26,1
1,防喷管线应采取防堵、防漏、防冻措施，但节流压井管汇不需要。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,B,,26,1
1,公称通经为280毫米，最大工作压力为21MPa的双闸板防喷器，其型号表示为( )。,<p>A、2FZ21—28</p><p>B、2FZ28—21</p><p>C、FZ28—21</p><p>D、-</p>,3,B,,26,1
1,控制装置工作时，电控箱上旋钮应转至（ ）位。,<p>A、手动</p><p>B、自动</p><p>C、停止</p><p>D、-</p>,3,B,,26,1
1,按照SY/T6426-2005的规定：电测时发生溢流应尽快起出井内电缆。若溢流量将超过规定值，则立即砍断电缆按空井溢流处理，不允许用关闭环形防喷器的方法继续起电缆。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,气控液型液控系统中，改变液压油流动方向实现开关井的阀是（   ）。,<p>A、旁通截止阀</p><p>B、减压阀</p><p>C、三位四通换向阀</p><p>D、卸压阀</p>,4,C,,26,1
1,"当防喷器组用2FZ35-70表示时, 35 表示什么意义?( )",<p>A、防喷器外径</p><p>B、防喷器内通孔直径</p><p>C、法兰或中心孔外径</p><p>D、闸板防喷器液缸直径</p>,4,B,,26,1
1,"当关闭地面防喷器时,开启腔中的液压油会怎样动作?( )",<p>A、通常使关闭压力增加</p><p>B、流回控制系统油箱</p><p>C、会排入井内</p><p>D、-</p>,3,B,,26,1
1,闸板防喷器的观察孔（渗漏孔）的主要用途是什么?（）,<p>A、观察孔可允许目测闸板轴是否渗漏，不检查时应用丝堵上死</p><p>B、观察孔可用于观察闸板轴盘根是否漏油、钻井液或混合液</p><p>C、观察孔可装黄油嘴，以便润滑闸板轴</p><p>D、观察孔可防止通过闸板轴盘根由井内向油缸开启腔的渗漏或相反的渗漏</p>,4,B,,26,1
1,全封/剪切闸板的主要用途是什么?( ),<p>A、剪切钻具并同时封井</p><p>B、与井内钻铤形成密封</p><p>C、剪切钻具，但不封井</p><p>D、-</p>,3,A,,26,1
1,环型防喷器密封胶芯主要用来密封井内任何尺寸的钻具，也能封空井。( ),<p>A、对</p><p>B、错</p><p>C、-</p><p>D、-</p>,3,A,,26,1
1,什么是钻具内防喷器工具?( ),<p>A、插入环形防喷器内，以减小环形防喷器内径的工具</p><p>B、能立即安装在钻具之上的球阀</p><p>C、能够接到钻柱上，起止回阀作用的装置</p><p>D、-</p>,3,C,,26,1
1,防喷器司钻控制台上的主控阀的功用是什么?（）,<p>A、向司控台提供液压油</p><p>B、向司控台提供气源压力</p><p>C、提供开/关指示灯电流</p><p>D、调整闸板关闭压力</p>,4,B,,26,1
1,据SY/T5964-2006规定，液压防喷器控制系统储能器瓶的最小推荐预充压力是多少?（）,<p>A、21MPa</p><p>B、1.4 MPa</p><p>C、7MPa</p><p>D、8.4MPa</p>,4,C,,26,1
1,35MPa 液压防喷器控制系统储能器瓶压力表的正常读数是多少?( ),<p>A、3.4-10.3MPa</p><p>B、21MPa</p><p>C、17.2MPa</p><p>D、10.5 MPa</p>,4,B,,26,1
1,钻进作业期间，控制系统与防喷器组之间的打开闸板的油管线的压力是多少?（）,<p>A、0 MPa</p><p>B、21MPa</p><p>C、10.5MPa</p><p>D、3.5MPa</p>,4,C,,26,1
1,据 SY/T5964-2006， 控制系统油泵的最低下限启动压力是多少? （）,<p>A、当系统压力下降到8.4MPa</p><p>B、当系统压力下降到10.5MPa</p><p>C、当系统压力下降到18.5MPa</p><p>D、-</p>,3,C,,26,1
1,在司钻控制台上，总控制阀手柄/按钮的控制时间必须持续5秒钟后再释放，才能开关防喷器。( ),<p>A、错误</p><p>B、正确</p><p>C、-</p><p>D、-</p>,3,B,,26,1
1,在司钻控制台上，要开关防喷器时必须操作总控制阀手柄/按扭。( ) ,<p>A、错误</p><p>B、正确</p><p>C、-</p><p>D、-</p>,3,B,,26,1
1,地面液压防喷器控制系统上的旁通阀用于什么目的?（）,<p>A、使储能器中的所有压力作用在管汇上</p><p>B、使储能器中的所有压力作用在环形防喷器上</p><p>C、来旁通三位四通换向阀</p><p>D、把储能器中的液压油放回油箱</p>,4,A,,26,1
1,在地面防喷器装置中，司钻控制台上的旁通旋钮的作用是什么?( ),<p>A、把储能器压力增加至 21MPa</p><p>B、把环形防喷器压力增至储能器的现存压力</p><p>C、把管汇压力增至储能器的现存压力</p><p>D、把管汇压力增至 13.8MPa</p>,4,C,,26,1
1,在整个防喷器系统中，节流阀的主要作用是什么?（）,<p>A、循环排溢流时控制回压</p><p>B、把碳氢化合物引到火炬中</p><p>C、把井内流体引到钻井液/气体分离器</p><p>D、进行软关井</p>,4,A,,26,1
1,为什么大多数节流管汇有两个节流阀?( ),<p>A、当在用节流阀出现故障时，以便提供替补阀</p><p>B、引导到火炬中</p><p>C、引导到分离器中</p><p>D、引导到钻井液池中</p>,4,A,,26,1
1,闸板防喷器关井后，套压大，可打开闸板泄压。( ),<p>A、错</p><p>B、对</p><p>C、-</p><p>D、-</p>,2,A,,26,1
1,环形防喷器储胶量大，适用范围广，所以关井时先用它来控制井口。（ ）,<p>A、错</p><p>B、对</p><p>C、-</p><p>D、-</p>,2,B,,26,1
1,储能器里充入的气体是氮气，充氮压力为17.5-21MPa。( ),<p>A、错</p><p>B、对</p><p>C、-</p><p>D、-</p>,2,A,,26,1
1,在平板阀由于压力过高很难开启时，可以适当打开防喷器泄压。( ),<p>A、错</p><p>B、对</p><p>C、-</p><p>D、-</p>,2,A,,26,1
1,液压防喷器开关动作时，所需液控压力油来自（） 。,<p>A、电泵</p><p>B、气泵</p><p>C、储能器</p><p>D、-</p>,3,C,,26,1
1,打开侧门后，进行液压开关井动作前，应使侧门（）。,<p>A、充分放松</p><p>B、牢固固定</p><p>C、适当扶住</p><p>D、-</p>,3,B,,26,1
1,拆换闸板后，应对（）进行试压。,<p>A、全部防喷器组</p><p>B、拆换过的闸扳防喷器</p><p>C、侧门密封圈</p><p>D、-</p>,3,B,,26,1
1,闸板防喷器关井后，( )应进行锁紧。,<p>A、需长期关井时</p><p>B、正常关井后</p><p>C、控制管路漏油时</p><p>D、-</p>,3,B,,26,1
1,手动锁紧后的开井方法是（ ）。,<p>A、手动解锁后即已开井</p><p>B、手动解锁液压开井</p><p>C、手动解锁外拉锁紧杆</p><p>D、-</p>,3,B,,26,1
1,防喷器的连接螺栓应( )。,<p>A、对角上紧</p><p>B、间隔上紧</p><p>C、两边分别上紧</p><p>D、-</p>,3,A,,26,1
1,实施节流循环、放喷、常规压井作业等是（）的功能。,<p>A、压井管汇</p><p>B、节流管汇</p><p>C、立管管汇</p><p>D、-</p>,3,B,,26,1
1,节流压井管汇上的液动节流阀由( )控制。 ,<p>A、节控箱</p><p>B、司控台</p><p>C、手动</p><p>D、-</p>,3,A,,26,1
1,常用的溢流监测设备有( )。,<p>A、液面指示仪、返速指示仪、灌浆罐</p><p>B、指重表、液气分离器、振动筛</p><p>C、有毒气体监测仪、泵冲计数仪、钻井液密度仪</p><p>D、-</p>,3,A,,26,1
1,要调节环形防喷器的关闭压力，可在司控台上调节（）来实现。,<p>A、旁通阀</p><p>B、环形防喷器压力调节旋钮</p><p>C、手动减压阀</p><p>D、-</p>,3,B,,26,1
1,蓄能器中的液压油压力通常为21 MPA，而闸板防喷器的控制压力通常为10.5 MPA，这两个不同的压力是靠（）来转换的。,<p>A、旁通阀</p><p>B、减压阀</p><p>C、泄压阀</p><p>D、-</p>,3,B,,26,1
1,在司控台上关井时，要求关井人员（    ）,<p>A、打开气源总阀，同时关相应防喷器控制手柄</p><p>B、直接关相应防喷器控制手柄</p><p>C、只需要打开气源总阀，防喷器可自动关闭</p><p>D、-</p>,3,A,,26,1
1,方钻杆旋塞属于（   ）,<p>A、配合接头</p><p>B、保护接头</p><p>C、内防喷工具</p><p>D、-</p>,3,C,,26,1
1,远控台电动油泵的控制开关有三个状态，即手动、自动、停止，正常待命状态应使之处于（   ）,<p>A、手动</p><p>B、自动</p><p>C、停止</p><p>D、-</p>,3,B,,26,1
1,严重气侵或气体溢流压井时，泥浆循环罐上有毒气体浓度会较高，应注意检测。（   ）,<p>A、对</p><p>B、错</p><p>C、不清楚</p><p>D、-</p>,3,A,,26,1
1,环形防喷器俗称万能防喷器，是因为其（     ）的特性。 ,<p>A、关闭快</p><p>B、可密封各种形状和尺寸的井内工具</p><p>C、储胶量大</p><p>D、-</p>,3,B,,26,1
1,远控台的主要作用是（    ）,<p>A、制备、储存、引导高压液压油流动，实现开、关井操作</p><p>B、制备高压液压油</p><p>C、储备高压液压油</p><p>D、-</p>,3,A,,26,1
1,节流管汇上有许多平板阀，其开关要领是（   ）,<p>A、开关到位 回旋1/2---1/4圈</p><p>B、开关到位   转不动为止</p><p>C、打开一部分，感觉有流动即可</p><p>D、-</p>,3,A,,26,1
1,通常关闭环形空间是靠（   ）实现的。 ,<p>A、防喷器组</p><p>B、内防喷工具</p><p>C、泥浆罐</p><p>D、-</p>,3,A,,26,1
1,"空井时关井主要靠（   ）
",<p>A、半封闸板</p><p>B、全封闸板</p><p>C、环形防喷器</p><p>D、-</p>,3,B,,26,1
